tiempo,paso,n_part
51.658203,0.019,100
51.678204,0.02,100
51.698204,0.02,100
51.717205,0.019,100
51.737206,0.02,100
51.759205,0.022,100
51.777206,0.018,100
51.798206,0.021,100
51.817207,0.019,100
51.837208,0.02,100
51.859207,0.022,100
51.876205,0.017,100
51.897205,0.021,100
51.920204,0.023,100
51.938206,0.018,100
51.957207,0.019,100
51.978207,0.021,100
51.997208,0.019,100
52.019207,0.022,100
52.040207,0.021,100
52.057205,0.017,100
52.078205,0.021,100
52.099205,0.021,50
52.119205,0.02,100
52.136204,0.017,100
52.157204,0.021,100
52.179203,0.022,100
52.197205,0.018,100
52.218204,0.021,100
52.237206,0.019,100
52.259205,0.022,100
52.277206,0.018,100
52.299206,0.022,100
52.319206,0.02,2550
52.340206,0.021,2550
52.367207,0.027,2550
52.393208,0.026,2550
52.420208,0.027,2550
52.44621,0.026,2550
52.47321,0.027,2550
52.50021,0.027,2550
52.52821,0.028,2550
52.55521,0.027,2550
52.58121,0.026,2550
52.60821,0.027,2550
52.63621,0.028,2600
52.66521,0.029,2600
52.69321,0.028,2600
52.72121,0.028,2600
52.74921,0.028,2600
52.77721,0.028,2600
52.80421,0.027,2600
52.83321,0.029,2600
52.86221,0.029,2600
52.89021,0.028,2600
52.91921,0.029,2600
52.948208,0.029,2600
52.97521,0.027,2600
53.00321,0.028,2600
53.032207,0.029,2600
53.060207,0.028,2600
53.088207,0.028,2600
53.116207,0.028,2600
53.144207,0.028,2600
53.170208,0.026,2550
53.198208,0.028,2550
53.22421,0.026,2550
53.25121,0.027,2550
53.27821,0.027,2550
53.30421,0.026,2550
53.33221,0.028,2550
53.35921,0.027,2550
53.38721,0.028,2550
53.41421,0.027,2550
53.44121,0.027,2550
53.46921,0.028,2550
53.49921,0.03,2550
53.52621,0.027,2550
53.55321,0.027,2550
53.58121,0.028,2550
53.60821,0.027,2550
53.63621,0.028,2550
53.66321,0.027,2550
53.69121,0.028,2550
53.71921,0.028,2550
53.745213,0.026,2550
53.772213,0.027,5000
53.800213,0.028,5000
53.848213,0.048,5000
53.896214,0.048,5000
53.942215,0.046,5000
53.991215,0.049,5000
54.040215,0.049,5000
54.089214,0.049,5000
54.138214,0.049,5000
54.185215,0.047,2500
54.234215,0.049,2500
54.261215,0.027,2500
54.287216,0.026,2500
54.313217,0.026,2500
54.340218,0.027,2500
54.368217,0.028,2500
54.39422,0.026,2500
54.42222,0.028,2500
54.44822,0.026,2500
54.47522,0.027,2500
54.50122,0.026,2500
54.52722,0.026,2500
54.554222,0.027,2500
54.580223,0.026,2500
54.607224,0.027,2500
54.634224,0.027,2500
54.662224,0.028,2500
54.688225,0.026,2500
54.715225,0.027,2500
54.741226,0.026,2500
54.768227,0.027,2500
54.79323,0.025,0
54.81923,0.026,0
54.84023,0.021,0
54.86123,0.021,0
54.87923,0.018,0
54.90023,0.021,0
54.92023,0.02,0
54.94023,0.02,0
54.96223,0.022,0
54.97923,0.017,0
55.00023,0.021,0
55.02223,0.022,0
55.04023,0.018,0
55.06023,0.02,0
55.08223,0.022,0
55.10123,0.019,0
55.12223,0.021,0
55.140232,0.018,0
55.160233,0.02,0
55.18223,0.022,0
55.201233,0.019,0
55.220234,0.019,0
55.240234,0.02,0
55.259235,0.019,0
55.282234,0.023,0
55.300236,0.018,0
55.321236,0.021,0
55.341236,0.02,0
55.360237,0.019,0
55.381237,0.021,0
55.400238,0.019,0
55.421238,0.021,0
55.443237,0.022,0
55.464237,0.021,0
55.48224,0.018,0
55.50224,0.02,0
55.52124,0.019,0
55.54324,0.022,0
55.56124,0.018,0
55.580242,0.019,0
55.600243,0.02,1
55.622242,0.022,1
55.640244,0.018,1
55.660244,0.02,1
55.682243,0.022,1
55.701244,0.019,1
55.721245,0.02,1
55.740246,0.019,1
55.760246,0.02,1
55.780247,0.02,1
55.801247,0.021,1
55.820248,0.019,1
55.841248,0.021,1
55.85925,0.018,1
55.88025,0.021,1
55.90125,0.021,1
55.92225,0.021,1
55.94125,0.019,1
55.96325,0.022,1
55.980247,0.017,1
56.000248,0.02,1
56.021248,0.021,1
56.03925,0.018,1
56.06125,0.022,1
56.08125,0.02,1
56.10225,0.021,1
56.12025,0.018,1
56.14125,0.021,1
56.16125,0.02,1
56.18125,0.02,1
56.200253,0.019,1
56.22225,0.022,1
56.240253,0.018,1
56.262253,0.022,1
56.281254,0.019,1
56.301254,0.02,1
56.322254,0.021,1
56.340256,0.018,1
56.360256,0.02,1
56.382256,0.022,1
56.400257,0.018,1
56.420258,0.02,50
56.440258,0.02,50
56.462257,0.022,50
56.48026,0.018,51
56.50026,0.02,51
56.52026,0.02,51
56.54226,0.022,51
56.56026,0.018,51
56.58026,0.02,51
56.60026,0.02,51
56.62126,0.021,51
56.641262,0.02,51
56.662262,0.021,51
56.68326,0.021,51
56.701263,0.018,51
56.720264,0.019,51
56.741264,0.021,51
56.762264,0.021,51
56.782265,0.02,51
56.800266,0.018,51
56.821266,0.021,51
56.842266,0.021,51
56.861267,0.019,51
56.882267,0.021,51
56.903267,0.021,51
56.920265,0.017,51
56.942265,0.022,51
56.961266,0.019,51
56.981266,0.02,51
57.001266,0.02,51
57.020267,0.019,51
57.040268,0.02,1
57.062267,0.022,1
57.08027,0.018,1
57.10027,0.02,1
57.11927,0.019,1
57.14027,0.021,1
57.16127,0.021,2
57.18127,0.02,2
57.20227,0.021,2
57.220272,0.018,2
57.240273,0.02,2
57.261272,0.021,2
57.281273,0.02,2
57.301273,0.02,51
57.322273,0.021,51
57.341274,0.019,51
57.361275,0.02,51
57.380276,0.019,51
57.402275,0.022,51
57.421276,0.019,51
57.442276,0.021,51
57.460278,0.018,51
57.480278,0.02,51
57.501278,0.021,51
57.52028,0.019,51
57.54028,0.02,51
57.56028,0.02,51
57.58128,0.021,51
57.60328,0.022,51
57.62328,0.02,51
57.64128,0.018,51
57.66128,0.02,51
57.681282,0.02,51
57.700283,0.019,51
57.72328,0.023,51
57.74028,0.017,51
57.76028,0.02,51
57.77928,0.019,51
57.80128,0.022,51
57.82128,0.02,51
57.84228,0.021,51
57.860283,0.018,51
57.880283,0.02,52
57.901283,0.021,52
57.920284,0.019,2
57.940285,0.02,2
57.961285,0.021,2
57.980286,0.019,51
58.001286,0.021,51
58.021286,0.02,51
58.040287,0.019,51
58.062286,0.022,51
58.080288,0.018,51
58.10029,0.02,51
58.12129,0.021,51
58.143288,0.022,51
58.16329,0.02,51
58.18229,0.019,51
58.20029,0.018,51
58.22129,0.021,51
58.24029,0.019,51
58.26129,0.021,51
58.280293,0.019,51
58.301292,0.021,51
58.320293,0.019,51
58.340294,0.02,51
58.360294,0.02,51
58.381294,0.021,51
58.400295,0.019,51
58.420296,0.02,51
58.441296,0.021,51
58.463295,0.022,51
58.481297,0.018,51
58.500298,0.019,52
58.522297,0.022,52
58.5403,0.018,52
58.5603,0.02,52
58.5813,0.021,52
58.6013,0.02,2
58.6203,0.019,2
58.6413,0.021,2
58.6603,0.019,2
58.6813,0.021,2
58.699303,0.018,51
58.720303,0.021,51
58.739304,0.019,51
58.7633,0.024,51
58.7803,0.017,51
58.8003,0.02,51
58.8223,0.022,51
58.8423,0.02,51
58.8633,0.021,51
58.8813,0.018,51
58.9023,0.021,51
58.9193,0.017,51
58.9423,0.023,51
58.9623,0.02,51
58.9813,0.019,51
59.0013,0.02,51
59.0203,0.019,51
59.040302,0.02,51
59.060303,0.02,51
59.080303,0.02,51
59.100304,0.02,51
59.122303,0.022,51
59.141304,0.019,51
59.160305,0.019,51
59.182304,0.022,51
59.202305,0.02,52
59.219303,0.017,52
59.240303,0.021,52
59.260303,0.02,52
59.280304,0.02,52
59.300304,0.02,52
59.321304,0.021,51
59.341305,0.02,51
59.360306,0.019,51
59.382305,0.022,51
59.400307,0.018,51
59.421307,0.021,51
59.443306,0.022,51
59.460304,0.017,51
59.481304,0.021,51
59.500305,0.019,51
59.521305,0.021,51
59.542305,0.021,51
59.561306,0.019,51
59.580307,0.019,51
59.601307,0.021,51
59.620308,0.019,51
59.64031,0.02,51
59.66031,0.02,51
59.68231,0.022,51
59.70131,0.019,51
59.72131,0.02,51
59.74031,0.019,51
59.76031,0.02,51
59.78231,0.022,51
59.800312,0.018,51
59.821312,0.021,51
59.841312,0.02,51
59.861313,0.02,51
59.882313,0.021,51
59.900314,0.018,51
59.920315,0.02,51
59.941315,0.021,1
59.961315,0.02,1
59.981316,0.02,1
60.002316,0.021,1
60.020317,0.018,50
60.040318,0.02,50
60.060318,0.02,50
60.083317,0.023,50
60.10132,0.018,50
60.12132,0.02,50
60.14132,0.02,50
60.16132,0.02,50
60.17932,0.018,50
60.20132,0.022,50
60.22232,0.021,50
60.24132,0.019,50
60.261322,0.02,50
60.280323,0.019,50
60.300323,0.02,50
60.320324,0.02,50
60.340324,0.02,50
60.360325,0.02,50
60.381325,0.021,50
60.400326,0.019,50
60.425327,0.025,50
60.447327,0.022,50
60.460327,0.013,50
60.481327,0.021,50
60.500328,0.019,50
60.52033,0.02,50
60.54033,0.02,50
60.56033,0.02,50
60.58233,0.022,50
60.60233,0.02,50
60.62033,0.018,50
60.64033,0.02,0
60.66033,0.02,0
60.68133,0.021,0
60.701332,0.02,0
60.722332,0.021,0
60.742332,0.02,0
60.761333,0.019,0
60.780334,0.019,0
60.801334,0.021,0
60.820335,0.019,0
60.842335,0.022,0
60.862335,0.02,0
60.881336,0.019,0
60.900337,0.019,0
60.921337,0.021,0
60.941338,0.02,0
60.961338,0.02,0
60.98134,0.02,0
61.00134,0.02,0
61.02034,0.019,0
61.04034,0.02,0
61.06234,0.022,0
61.08134,0.019,0
61.10334,0.022,0
61.12034,0.017,0
61.142338,0.022,0
61.16234,0.02,0
61.18034,0.018,0
61.20134,0.021,0
61.22234,0.021,0
61.24034,0.018,0
61.26134,0.021,0
61.28134,0.02,0
61.300343,0.019,0
61.319344,0.019,0
61.339344,0.02,0
61.360344,0.021,0
61.381344,0.021,0
61.401344,0.02,0
61.422344,0.021,0
61.440346,0.018,0
61.460346,0.02,0
61.481346,0.021,0
61.500347,0.019,0
61.520348,0.02,0
61.540348,0.02,0
61.56035,0.02,0
61.58135,0.021,0
61.60235,0.021,0
61.62135,0.019,0
61.64135,0.02,0
61.66135,0.02,0
61.68235,0.021,0
61.70435,0.022,0
61.72235,0.018,0
61.74235,0.02,0
61.762352,0.02,0
61.782352,0.02,0
61.801353,0.019,0
61.823353,0.022,0
61.843353,0.02,0
61.861355,0.018,0
61.880356,0.019,0
61.900356,0.02,0
61.922356,0.022,0
61.942356,0.02,0
61.960358,0.018,0
61.981358,0.021,0
62.002357,0.021,0
62.02136,0.019,0
62.04036,0.019,0
62.06036,0.02,0
62.08136,0.021,0
62.10236,0.021,0
62.12036,0.018,0
62.14036,0.02,0
62.16236,0.022,0
62.180363,0.018,0
62.202362,0.022,0
62.223362,0.021,0
62.243362,0.02,0
62.262363,0.019,0
62.280365,0.018,0
62.302364,0.022,0
62.320366,0.018,0
62.340366,0.02,0
62.361366,0.021,0
62.381367,0.02,0
62.400368,0.019,0
62.422367,0.022,0
62.44037,0.018,0
62.46037,0.02,0
62.48037,0.02,0
62.50037,0.02,0
62.52337,0.023,0
62.540367,0.017,0
62.562366,0.022,0
62.581367,0.019,0
62.601368,0.02,0
62.62137,0.02,0
62.64237,0.021,0
62.66137,0.019,0
62.68137,0.02,0
62.70137,0.02,0
62.72037,0.019,0
62.74237,0.022,0
62.76137,0.019,0
62.781372,0.02,0
62.800373,0.019,0
62.821373,0.021,0
62.842373,0.021,0
62.864372,0.022,0
62.88037,0.016,0
62.90237,0.022,0
62.92337,0.021,0
62.941372,0.018,0
62.960373,0.019,0
62.982372,0.022,0
63.001373,0.019,0
63.021374,0.02,0
63.041374,0.02,0
63.060375,0.019,0
63.080376,0.02,0
63.101376,0.021,0
63.120377,0.019,0
63.141376,0.021,0
63.162376,0.021,0
63.180378,0.018,0
63.20038,0.02,0
63.222378,0.022,0
63.24238,0.02,0
63.26038,0.018,0
63.28038,0.02,0
63.30238,0.022,0
63.32038,0.018,0
63.34238,0.022,0
63.360382,0.018,0
63.381382,0.021,0
63.400383,0.019,0
63.421383,0.021,0
63.441383,0.02,0
63.460384,0.019,0
63.480385,0.02,0
63.501385,0.021,0
63.522385,0.021,0
63.540386,0.018,0
63.560387,0.02,0
63.581387,0.021,0
63.601387,0.02,0
63.620388,0.019,0
63.641388,0.021,0
63.663387,0.022,0
63.68239,0.019,0
63.70139,0.019,0
63.72039,0.019,0
63.74139,0.021,0
63.76239,0.021,0
63.78339,0.021,0
63.80239,0.019,0
63.82339,0.021,0
63.842392,0.019,0
63.862392,0.02,0
63.882393,0.02,0
63.901394,0.019,0
63.922394,0.021,0
63.940395,0.018,0
63.960396,0.02,0
63.980396,0.02,0
64.001396,0.021,0
64.02039,0.019,0
64.04039,0.02,0
64.06039,0.02,0
64.08239,0.022,0
64.10039,0.018,0
64.120384,0.02,0
64.14239,0.022,0
64.161385,0.019,0
64.18038,0.019,0
64.20538,0.025,0
64.22639,0.021,0
64.24139,0.015,0
64.26038,0.019,0
64.28339,0.023,0
64.300385,0.017,0
64.32038,0.02,0
64.341385,0.021,0
64.36038,0.019,0
64.382385,0.022,0
64.40238,0.02,0
64.42138,0.019,0
64.44238,0.021,0
64.46038,0.018,0
64.48238,0.022,0
64.50038,0.018,0
64.521385,0.021,0
64.54038,0.019,0
64.56038,0.02,0
64.58238,0.022,0
64.60238,0.02,0
64.621376,0.019,0
64.64037,0.019,0
64.66238,0.022,0
64.679375,0.017,0
64.70338,0.024,0
64.722374,0.019,0
64.74137,0.019,0
64.762375,0.021,0
64.78137,0.019,0
64.804375,0.023,0
64.82037,0.016,0
64.843376,0.023,0
64.860374,0.017,0
64.88238,0.022,0
64.901375,0.019,0
64.92037,0.019,0
64.94037,0.02,0
64.959366,0.019,0
64.98437,0.025,0
65.002365,0.018,0
65.02236,0.02,0
65.04036,0.018,0
65.060356,0.02,0
65.08035,0.02,0
65.102356,0.022,0
65.12035,0.018,0
65.14035,0.02,0
65.16235,0.022,0
65.18035,0.018,0
65.203354,0.023,0
65.22235,0.019,0
65.24035,0.018,0
65.26135,0.021,0
65.28035,0.019,0
65.30335,0.023,0
65.32035,0.017,0
65.341354,0.021,0
65.36336,0.022,0
65.382355,0.019,0
65.40235,0.02,0
65.42035,0.018,0
65.44235,0.022,0
65.46235,0.02,0
65.482346,0.02,0
65.50034,0.018,0
65.52235,0.022,0
65.540344,0.018,0
65.56335,0.023,0
65.580345,0.017,0
65.60235,0.022,0
65.621346,0.019,0
65.64034,0.019,0
65.66135,0.021,0
65.68034,0.019,0
65.70034,0.02,0
65.72234,0.022,0
65.74335,0.021,0
65.76334,0.02,0
65.78334,0.02,0
65.80134,0.018,0
65.82234,0.021,0
65.84234,0.02,0
65.86034,0.018,0
65.88134,0.021,0
65.90034,0.019,0
65.92134,0.021,0
65.942345,0.021,0
65.96335,0.021,0
65.982346,0.019,0
66.00335,0.021,0
66.02435,0.021,0
66.04135,0.017,0
66.06035,0.019,0
66.08135,0.021,0
66.10035,0.019,0
66.12135,0.021,0
66.14035,0.019,0
66.16335,0.023,0
66.18235,0.019,0
66.203354,0.021,0
66.22235,0.019,0
66.24235,0.02,0
66.262344,0.02,0
66.28234,0.02,0
66.30034,0.018,0
66.320335,0.02,0
66.34234,0.022,0
66.362335,0.02,0
66.38033,0.018,0
66.40134,0.021,0
66.42133,0.02,0
66.44234,0.021,0
66.46233,0.02,0
66.48033,0.018,0
66.50033,0.02,0
66.520325,0.02,0
66.54233,0.022,0
66.561325,0.019,0
66.58032,0.019,0
66.59932,0.019,0
66.62232,0.023,0
66.643326,0.021,0
66.66132,0.018,0
66.68233,0.021,0
66.700325,0.018,0
66.72032,0.02,0
66.74032,0.02,0
66.76132,0.021,0
66.782326,0.021,0
66.80032,0.018,0
66.82032,0.02,0
66.841324,0.021,0
66.86032,0.019,0
66.882324,0.022,0
66.90032,0.018,0
66.92032,0.02,0
66.94132,0.021,0
66.962326,0.021,0
66.98232,0.02,0
67.00232,0.02,0
67.02132,0.019,0
67.04131,0.02,0
67.06131,0.02,0
67.08331,0.022,0
67.10031,0.017,0
67.123314,0.023,0
67.14432,0.021,0
67.161316,0.017,0
67.18232,0.021,0
67.20032,0.018,0
67.220314,0.02,0
67.24031,0.02,0
67.261314,0.021,0
67.28332,0.022,0
67.300316,0.017,0
67.32132,0.021,0
67.34032,0.019,0
67.36332,0.023,0
67.383316,0.02,0
67.400314,0.017,0
67.42232,0.022,0
67.441315,0.019,0
67.46332,0.022,0
67.481316,0.018,0
67.50031,0.019,0
67.522316,0.022,0
67.54031,0.018,0
67.56031,0.02,0
67.58231,0.022,0
67.60332,0.021,0
67.621315,0.018,0
67.64131,0.02,0
67.662315,0.021,0
67.68131,0.019,0
67.70232,0.021,0
67.72231,0.02,0
67.74131,0.019,0
67.76031,0.019,0
67.78231,0.022,0
67.80231,0.02,0
67.821304,0.019,0
67.8413,0.02,0
67.862305,0.021,0
67.8813,0.019,0
67.902306,0.021,0
67.9203,0.018,0
67.944305,0.024,0
67.9613,0.017,0
67.9813,0.02,0
68.0013,0.02,0
68.02129,0.02,0
68.0433,0.022,0
68.060295,0.017,0
68.0833,0.023,0
68.103294,0.02,0
68.12329,0.02,0
68.14229,0.019,0
68.161285,0.019,0
68.18229,0.021,0
68.202286,0.02,0
68.22028,0.018,0
68.24129,0.021,0
68.26229,0.021,0
68.283295,0.021,0
68.30029,0.017,0
68.32029,0.02,0
68.34029,0.02,0
68.36028,0.02,0
68.38129,0.021,0
68.40229,0.021,0
68.42129,0.019,0
68.44329,0.022,0
68.46029,0.017,0
68.480286,0.02,0
68.50229,0.022,0
68.52329,0.021,0
68.5443,0.021,0
68.562294,0.018,0
68.5833,0.021,0
68.601295,0.018,0
68.62129,0.02,0
68.64129,0.02,0
68.660286,0.019,0
68.68229,0.022,0
68.702286,0.02,0
68.72128,0.019,0
68.74229,0.021,0
68.76329,0.021,0
68.78029,0.017,0
68.80129,0.021,0
68.822296,0.021,0
68.8443,0.022,0
68.8603,0.016,0
68.8833,0.023,0
68.9013,0.018,0
68.920296,0.019,0
68.94029,0.02,0
68.962296,0.022,0
68.98129,0.019,0
69.00029,0.019,0
69.02229,0.022,0
69.04229,0.02,0
69.06229,0.02,0
69.08128,0.019,0
69.10128,0.02,0
69.122284,0.021,0
69.14128,0.019,0
69.16128,0.02,0
69.18228,0.021,0
69.20128,0.019,0
69.22228,0.021,0
69.24228,0.02,0
69.262276,0.02,0
69.28328,0.021,0
69.30028,0.017,0
69.32428,0.024,0
69.34328,0.019,0
69.361275,0.018,0
69.38328,0.022,0
69.402275,0.019,0
69.42127,0.019,0
69.44127,0.02,0
69.461266,0.02,0
69.48227,0.021,0
69.50127,0.019,0
69.52227,0.021,0
69.543274,0.021,0
69.56127,0.018,0
69.58127,0.02,0
69.600266,0.019,0
69.62026,0.02,0
69.642265,0.022,0
69.66327,0.021,0
69.68227,0.019,0
69.700264,0.018,0
69.72026,0.02,0
69.74026,0.02,0
69.76326,0.023,0
69.78326,0.02,0
69.801254,0.018,0
69.82226,0.021,0
69.840256,0.018,0
69.86126,0.021,0
69.881256,0.02,0
69.90125,0.02,0
69.92125,0.02,0
69.94325,0.022,0
69.96325,0.02,0
69.98525,0.022,0
70.00125,0.016,0
70.022255,0.021,0
70.04225,0.02,0
70.06025,0.018,0
70.080246,0.02,0
70.10325,0.023,0
70.122246,0.019,0
70.14024,0.018,0
70.163246,0.023,0
70.180244,0.017,0
70.20425,0.024,0
70.22424,0.02,0
70.24124,0.017,0
70.26124,0.02,0
70.28224,0.021,0
70.30224,0.02,0
70.321236,0.019,0
70.34023,0.019,0
70.362236,0.022,0
70.38123,0.019,0
70.40224,0.021,0
70.421234,0.019,0
70.44123,0.02,0
70.46023,0.019,0
70.48123,0.021,0
70.502235,0.021,0
70.52223,0.02,0
70.54123,0.019,0
70.56223,0.021,0
70.58023,0.018,0
70.602234,0.022,0
70.62023,0.018,0
70.643234,0.023,0
70.66023,0.017,0
70.682236,0.022,0
70.70023,0.018,0
70.72224,0.022,0
70.741234,0.019,0
70.76224,0.021,0
70.781235,0.019,0
70.80123,0.02,0
70.82123,0.02,0
70.840225,0.019,0
70.86323,0.023,0
70.883224,0.02,0
70.90222,0.019,0
70.92022,0.018,0
70.94322,0.023,0
70.96322,0.02,0
70.98022,0.017,0
71.00122,0.021,0
71.022224,0.021,0
71.04122,0.019,0
71.06022,0.019,0
71.08322,0.023,0
71.10222,0.019,0
71.12022,0.018,0
71.14122,0.021,0
71.16122,0.02,0
71.180214,0.019,0
71.20222,0.022,0
71.22221,0.02,0
71.24121,0.019,0
71.262215,0.021,0
71.28221,0.02,0
71.30121,0.019,0
71.321205,0.02,0
71.3412,0.02,0
71.363205,0.022,0
71.3822,0.019,0
71.403206,0.021,0
71.420204,0.017,0
71.44121,0.021,0
71.46221,0.021,0
71.48021,0.018,0
71.500206,0.02,0
71.52121,0.021,0
71.54321,0.022,0
71.56021,0.017,0
71.58321,0.023,0
71.60021,0.017,0
71.621216,0.021,0
71.64222,0.021,0
71.66122,0.019,0
71.68322,0.022,0
71.70122,0.018,0
71.721214,0.02,0
71.74322,0.022,0
71.763214,0.02,0
71.78121,0.018,0
71.802216,0.021,0
71.82121,0.019,0
71.84021,0.019,0
71.86121,0.021,0
71.88021,0.019,0
71.901215,0.021,0
71.92322,0.022,0
71.941216,0.018,0
71.96222,0.021,0
71.98022,0.018,0
72.00222,0.022,0
72.02122,0.019,0
72.040215,0.019,0
72.06222,0.022,0
72.082214,0.02,0
72.10021,0.018,0
72.12021,0.02,0
72.14321,0.023,0
72.16021,0.017,0
72.18021,0.02,0
72.20121,0.021,0
72.22121,0.02,0
72.240204,0.019,0
72.26121,0.021,0
72.281204,0.02,0
72.3002,0.019,0
72.3202,0.02,0
72.3412,0.021,0
72.3612,0.02,0
72.381195,0.02,0
72.40019,0.019,0
72.424194,0.024,0
72.44119,0.017,0
72.46019,0.019,0
72.48119,0.021,0
72.50119,0.02,0
72.52119,0.02,0
72.54319,0.022,0
72.56019,0.017,0
72.58219,0.022,0
72.603195,0.021,0
72.62119,0.018,0
72.6422,0.021,0
72.6632,0.021,0
72.6812,0.018,0
72.700195,0.019,0
72.7222,0.022,0
72.7442,0.022,0
72.7612,0.017,0
72.7802,0.019,0
72.8022,0.022,0
72.8212,0.019,0
72.8432,0.022,0
72.8612,0.018,0
72.881195,0.02,0
72.90119,0.02,0
72.922195,0.021,0
72.9432,0.021,0
72.9622,0.019,0
72.980194,0.018,0
73.0022,0.022,0
73.0232,0.021,0
73.0432,0.02,0
73.062195,0.019,0
73.08019,0.018,0
73.1012,0.021,0
73.12119,0.02,0
73.1422,0.021,0
73.1642,0.022,0
73.1802,0.016,0
73.2032,0.023,0
73.2212,0.018,0
73.241196,0.02,0
73.26119,0.02,0
73.28119,0.02,0
73.30219,0.021,0
73.32119,0.019,0
73.34319,0.022,0
73.36119,0.018,0
73.383194,0.022,0
73.40219,0.019,0
73.42119,0.019,0
73.44219,0.021,0
73.46119,0.019,0
73.48219,0.021,0
73.5032,0.021,0
73.522194,0.019,0
73.5432,0.021,0
73.562195,0.019,0
73.5832,0.021,0
73.6002,0.017,0
73.6212,0.021,0
73.6412,0.02,0
73.661194,0.02,0
73.6832,0.022,0
73.702194,0.019,0
73.72219,0.02,0
73.74119,0.019,0
73.76219,0.021,0
73.78019,0.018,0
73.800186,0.02,0
73.82119,0.021,0
73.84119,0.02,0
73.86319,0.022,0
73.88319,0.02,0
73.900185,0.017,0
73.92219,0.022,0
73.941185,0.019,0
73.96219,0.021,0
73.98319,0.021,0
74.00319,0.02,0
74.02019,0.017,0
74.04119,0.021,0
74.06119,0.02,0
74.08219,0.021,0
74.103195,0.021,0
74.12119,0.018,0
74.1422,0.021,0
74.1632,0.021,0
74.1802,0.017,0
74.2012,0.021,0
74.222206,0.021,0
74.24321,0.021,0
74.26221,0.019,0
74.2822,0.02,0
74.30321,0.021,0
74.322205,0.019,0
74.3412,0.019,0
74.3612,0.02,0
74.3822,0.021,0
74.4022,0.02,0
74.422195,0.02,0
74.44119,0.019,0
74.4622,0.021,0
74.48119,0.019,0
74.5022,0.021,0
74.522194,0.02,0
74.54119,0.019,0
74.562195,0.021,0
74.5832,0.021,0
74.602196,0.019,0
74.62119,0.019,0
74.6422,0.021,0
74.661194,0.019,0
74.6832,0.022,0
74.702194,0.019,0
74.7232,0.021,0
74.741196,0.018,0
74.76119,0.02,0
74.782196,0.021,0
74.8032,0.021,0
74.8212,0.018,0
74.8422,0.021,0
74.8602,0.018,0
74.880196,0.02,0
74.90019,0.02,0
74.922195,0.022,0
74.94119,0.019,0
74.9622,0.021,0
74.9832,0.021,0
75.0012,0.018,0
75.020195,0.019,0
75.0412,0.021,0
75.060196,0.019,0
75.0812,0.021,0
75.1012,0.02,0
75.1222,0.021,0
75.1422,0.02,0
75.160194,0.018,0
75.1822,0.022,0
75.201195,0.019,0
75.22119,0.02,0
75.24119,0.02,0
75.26219,0.021,0
75.283195,0.021,0
75.30319,0.02,0
75.32119,0.018,0
75.34219,0.021,0
75.36219,0.02,0
75.38419,0.022,0
75.40019,0.016,0
75.422195,0.022,0
75.44019,0.018,0
75.46019,0.02,0
75.48219,0.022,0
75.50119,0.019,0
75.52319,0.022,0
75.54119,0.018,0
75.56119,0.02,0
75.581184,0.02,0
75.60219,0.021,0
75.62319,0.021,0
75.64019,0.017,0
75.66319,0.023,0
75.68119,0.018,0
75.702194,0.021,0
75.7232,0.021,0
75.743195,0.02,0
75.76319,0.02,0
75.78319,0.02,0
75.802185,0.019,0
75.82218,0.02,0
75.84018,0.018,0
75.86318,0.023,0
75.88318,0.02,0
75.90118,0.018,0
75.92017,0.019,0
75.94218,0.022,0
75.96318,0.021,0
75.98118,0.018,0
76.000175,0.019,0
76.02318,0.023,0
76.04018,0.017,0
76.06218,0.022,0
76.08118,0.019,0
76.10218,0.021,0
76.12218,0.02,0
76.141174,0.019,0
76.16017,0.019,0
76.181175,0.021,0
76.20318,0.022,0
76.22018,0.017,0
76.24318,0.023,0
76.26018,0.017,0
76.28218,0.022,0
76.30118,0.019,0
76.32218,0.021,0
76.34018,0.018,0
76.36118,0.021,0
76.38118,0.02,0
76.40318,0.022,0
76.42318,0.02,0
76.44118,0.018,0
76.46218,0.021,0
76.48118,0.019,0
76.50318,0.022,0
76.52318,0.02,0
76.541176,0.018,0
76.56418,0.023,0
76.583176,0.019,0
76.60117,0.018,0
76.62117,0.02,0
76.64317,0.022,0
76.66317,0.02,0
76.68417,0.021,0
76.70117,0.017,0
76.722176,0.021,0
76.74318,0.021,0
76.76018,0.017,0
76.780174,0.02,0
76.80118,0.021,0
76.82418,0.023,0
76.84018,0.016,0
76.86218,0.022,0
76.88319,0.021,0
76.901184,0.018,0
76.92219,0.021,0
76.941185,0.019,0
76.96219,0.021,0
76.981186,0.019,0
77.00118,0.02,0
77.02219,0.021,0
77.04118,0.019,0
77.06118,0.02,0
77.082184,0.021,0
77.10018,0.018,0
77.122185,0.022,0
77.14118,0.019,0
77.16118,0.02,0
77.181175,0.02,0
77.20117,0.02,0
77.22117,0.02,0
77.24217,0.021,0
77.26117,0.019,0
77.28317,0.022,0
77.30117,0.018,0
77.32117,0.02,0
77.340164,0.019,0
77.36317,0.023,0
77.381165,0.018,0
77.40217,0.021,0
77.420166,0.018,0
77.44117,0.021,0
77.46117,0.02,0
77.48217,0.021,0
77.50217,0.02,0
77.520164,0.018,0
77.54117,0.021,0
77.560165,0.019,0
77.58317,0.023,0
77.603165,0.02,0
77.62216,0.019,0
77.64216,0.02,0
77.661156,0.019,0
77.68115,0.02,0
77.702156,0.021,0
77.72316,0.021,0
