tiempo,paso,n_part
25.527979,0.021,0
25.545979,0.018,0
25.566978,0.021,0
25.586979,0.02,0
25.607979,0.021,0
25.626978,0.019,0
25.647978,0.021,0
25.665977,0.018,0
25.685978,0.02,0
25.705978,0.02,0
25.727978,0.022,0
25.746977,0.019,0
25.766977,0.02,0
25.786978,0.02,0
25.806978,0.02,0
25.826979,0.02,0
25.848978,0.022,0
25.868979,0.02,0
25.887978,0.019,0
25.906977,0.019,0
25.927977,0.021,0
25.949976,0.022,0
25.967976,0.018,0
25.985975,0.018,0
26.008976,0.023,0
26.027975,0.019,0
26.046974,0.019,0
26.068974,0.022,0
26.089973,0.021,0
26.108973,0.019,0
26.127972,0.019,0
26.147972,0.02,0
26.167973,0.02,0
26.187973,0.02,0
26.206972,0.019,0
26.227972,0.021,0
26.246971,0.019,0
26.267971,0.021,50
26.287971,0.02,50
26.307972,0.02,50
26.328972,0.021,50
26.347971,0.019,50
26.367971,0.02,50
26.387972,0.02,50
26.405972,0.018,50
26.426971,0.021,50
26.446972,0.02,50
26.465971,0.019,50
26.48697,0.021,50
26.50797,0.021,50
26.52597,0.018,50
26.54697,0.021,50
26.56797,0.021,50
26.58697,0.019,50
26.608969,0.022,50
26.626968,0.018,50
26.647968,0.021,50
26.668968,0.021,50
26.685968,0.017,50
26.705969,0.02,50
26.726969,0.021,50
26.74697,0.02,50
26.76797,0.021,50
26.786968,0.019,50
26.806969,0.02,50
26.827969,0.021,50
26.845968,0.018,50
26.867968,0.022,50
26.886967,0.019,50
26.906967,0.02,50
26.929968,0.023,50
26.953968,0.024,50
26.965967,0.012,50
26.986967,0.021,50
27.005966,0.019,50
27.026966,0.021,50
27.047966,0.021,50
27.066965,0.019,50
27.085964,0.019,2500
27.107964,0.022,2500
27.134964,0.027,2500
27.159964,0.025,2500
27.183964,0.024,2500
27.209963,0.026,2500
27.235962,0.026,2500
27.261961,0.026,2500
27.28696,0.025,2500
27.31096,0.024,2500
27.33496,0.024,2500
27.36096,0.026,2500
27.38496,0.024,2500
27.41096,0.026,2500
27.43496,0.024,2500
27.460958,0.026,2500
27.484959,0.024,2500
27.509958,0.025,2500
27.535957,0.026,2500
27.561956,0.026,2500
27.587955,0.026,2500
27.611956,0.024,2500
27.637955,0.026,2500
27.663954,0.026,2500
27.689953,0.026,2500
27.715952,0.026,2500
27.740952,0.025,2500
27.764952,0.024,2500
27.79095,0.026,2500
27.81495,0.024,2500
27.838951,0.024,2500
27.859951,0.021,0
27.88195,0.022,0
27.90195,0.02,0
27.92395,0.022,0
27.94095,0.017,0
27.96195,0.021,0
27.98095,0.019,0
28.002949,0.022,0
28.021948,0.019,0
28.041948,0.02,0
28.061949,0.02,0
28.08195,0.02,0
28.10195,0.02,0
28.12295,0.021,0
28.141949,0.019,0
28.16195,0.02,0
28.183949,0.022,0
28.201948,0.018,0
28.222948,0.021,0
28.240948,0.018,0
28.260948,0.02,0
28.282948,0.022,0
28.299948,0.017,0
28.320948,0.021,0
28.341948,0.021,0
28.360947,0.019,0
28.382946,0.022,0
28.402946,0.02,0
28.420946,0.018,0
28.440947,0.02,0
28.461946,0.021,0
28.480946,0.019,0
28.501945,0.021,0
28.520945,0.019,0
28.541945,0.021,0
28.562944,0.021,0
28.580944,0.018,0
28.600945,0.02,0
28.622944,0.022,0
28.640944,0.018,0
28.661943,0.021,0
28.683943,0.022,0
28.702942,0.019,0
28.721941,0.019,0
28.74394,0.022,0
28.76194,0.018,0
28.78194,0.02,0
28.80194,0.02,0
28.821941,0.02,0
28.84394,0.022,0
28.863941,0.02,0
28.883942,0.02,0
28.90294,0.019,0
28.92194,0.019,0
28.94294,0.021,0
28.95994,0.017,0
28.98094,0.021,0
28.999939,0.019,0
29.021938,0.022,0
29.040937,0.019,0
29.062937,0.022,0
29.081936,0.019,0
29.100935,0.019,0
29.122934,0.022,0
29.140934,0.018,0
29.161934,0.021,0
29.181934,0.02,0
29.201935,0.02,0
29.222935,0.021,0
29.240934,0.018,0
29.261934,0.021,0
29.280933,0.019,0
29.302933,0.022,0
29.321932,0.019,0
29.343931,0.022,0
29.36293,0.019,0
29.38293,0.02,0
29.40193,0.019,0
29.42193,0.02,0
29.44093,0.019,0
29.462929,0.022,0
29.480928,0.018,0
29.500929,0.02,0
29.521929,0.021,0
29.540928,0.019,0
29.564928,0.024,0
29.583927,0.019,0
29.600927,0.017,0
29.621927,0.021,0
29.642927,0.021,0
29.660927,0.018,0
29.682926,0.022,0
29.701925,0.019,0
29.722925,0.021,0
29.740925,0.018,0
29.760925,0.02,0
29.780926,0.02,0
29.802925,0.022,0
29.821924,0.019,0
29.840923,0.019,0
29.863924,0.023,0
29.882923,0.019,0
29.900923,0.018,0
29.923923,0.023,0
29.941923,0.018,0
29.962923,0.021,0
29.981922,0.019,0
30.000921,0.019,0
30.020922,0.02,0
30.040922,0.02,0
30.060923,0.02,0
30.081923,0.021,0
30.100922,0.019,0
30.124922,0.024,0
30.140923,0.016,0
30.161922,0.021,0
30.181923,0.02,0
30.200922,0.019,0
30.222921,0.022,0
30.242922,0.02,0
30.263922,0.021,0
30.280922,0.017,0
30.300922,0.02,0
30.322922,0.022,0
30.344921,0.022,0
30.360922,0.016,0
30.382921,0.022,0
30.402922,0.02,0
30.420921,0.018,0
30.441921,0.021,0
30.461922,0.02,0
30.48092,0.019,0
30.500921,0.02,0
30.523922,0.023,0
30.541922,0.018,0
30.562922,0.021,0
30.58192,0.019,0
30.60292,0.021,0
30.62092,0.018,0
30.64092,0.02,0
30.660921,0.02,0
30.68292,0.022,0
30.70392,0.021,0
30.72292,0.019,0
30.74092,0.018,0
30.762918,0.022,0
30.781918,0.019,0
30.800917,0.019,0
30.822916,0.022,0
30.840916,0.018,0
30.862915,0.022,0
30.881914,0.019,0
30.902914,0.021,0
30.921913,0.019,0
30.941914,0.02,0
30.962914,0.021,0
30.982914,0.02,0
31.000914,0.018,0
31.020914,0.02,0
31.042913,0.022,0
31.061913,0.019,0
31.080912,0.019,0
31.100912,0.02,0
31.121912,0.021,0
31.142912,0.021,0
31.161911,0.019,0
31.181911,0.02,0
31.20091,0.019,0
31.220911,0.02,0
31.240911,0.02,0
31.26291,0.022,0
31.28391,0.021,0
31.30191,0.018,0
31.32091,0.019,0
31.34091,0.02,0
31.36091,0.02,0
31.38091,0.02,0
31.40291,0.022,0
31.42091,0.018,0
31.44391,0.023,0
31.46091,0.017,0
31.480911,0.02,0
31.500912,0.02,0
31.522911,0.022,0
31.54191,0.019,0
31.56291,0.021,0
31.58291,0.02,0
31.602911,0.02,0
31.62091,0.018,0
31.64191,0.021,0
31.66391,0.022,0
31.68391,0.02,0
31.70391,0.02,0
31.72291,0.019,0
31.74291,0.02,0
31.76191,0.019,0
31.78191,0.02,0
31.800909,0.019,0
31.822908,0.022,0
31.840908,0.018,0
31.861908,0.021,0
31.882908,0.021,0
31.900908,0.018,0
31.921907,0.021,0
31.943907,0.022,0
31.960907,0.017,0
31.981907,0.021,0
32.000908,0.019,0
32.021908,0.021,0
32.042908,0.021,0
32.06291,0.02,0
32.084908,0.022,0
32.100906,0.016,0
32.122906,0.022,0
32.140907,0.018,0
32.160908,0.02,0
32.181908,0.021,0
32.20091,0.019,0
32.22191,0.021,0
32.24191,0.02,0
32.26391,0.022,0
32.280907,0.017,0
32.302906,0.022,0
32.320908,0.018,0
32.340908,0.02,0
32.361908,0.021,0
32.38091,0.019,0
32.40291,0.022,0
32.42091,0.018,0
32.44091,0.02,0
32.46191,0.021,0
32.48191,0.02,0
32.50191,0.02,0
32.52491,0.023,0
32.54091,0.016,0
32.56191,0.021,0
32.583908,0.022,0
32.60191,0.018,0
32.62291,0.021,0
32.64091,0.018,0
32.66191,0.021,0
32.680912,0.019,0
32.700912,0.02,0
32.721912,0.021,0
32.740913,0.019,0
32.761913,0.021,0
32.780914,0.019,0
32.801914,0.021,0
32.820915,0.019,0
32.842915,0.022,0
32.863914,0.021,0
32.881916,0.018,0
32.900917,0.019,0
32.920918,0.02,0
32.942917,0.022,0
32.961918,0.019,0
32.98192,0.02,0
33.00292,0.021,0
33.02092,0.018,0
33.04092,0.02,0
33.06292,0.022,0
33.08092,0.018,0
33.10292,0.022,0
33.120922,0.018,0
33.141922,0.021,0
33.161922,0.02,0
33.182922,0.021,0
33.203922,0.021,0
33.224922,0.021,0
33.242924,0.018,0
33.260925,0.018,0
33.282925,0.022,0
33.302925,0.02,0
33.320927,0.018,0
33.339928,0.019,0
33.360928,0.021,0
33.381927,0.021,0
33.402927,0.021,0
33.422928,0.02,0
33.44093,0.018,0
33.46093,0.02,0
33.48193,0.021,0
33.50093,0.019,0
33.52293,0.022,0
33.54193,0.019,0
33.56493,0.023,0
33.58293,0.018,0
33.601933,0.019,0
33.622932,0.021,0
33.642933,0.02,0
33.662933,0.02,0
33.682934,0.02,0
33.700935,0.018,0
33.721935,0.021,0
33.741936,0.02,0
33.761936,0.02,0
33.780937,0.019,0
33.801937,0.021,0
33.822937,0.021,0
33.84094,0.018,0
33.86094,0.02,0
33.88094,0.02,0
33.90294,0.022,0
33.92194,0.019,0
33.94094,0.019,0
33.96194,0.021,0
33.98194,0.02,0
34.00294,0.021,0
34.02294,0.02,0
34.041943,0.019,0
34.061943,0.02,0
34.083942,0.022,0
34.101944,0.018,0
34.120945,0.019,0
34.140945,0.02,0
34.161945,0.021,50
34.182945,0.021,50
34.200947,0.018,50
34.221947,0.021,50
34.242947,0.021,50
34.261948,0.019,50
34.28095,0.019,50
34.30095,0.02,50
34.32095,0.02,50
34.34195,0.021,50
34.36195,0.02,50
34.38195,0.02,50
34.40095,0.019,50
34.42395,0.023,50
34.44195,0.018,50
34.461952,0.02,50
34.480953,0.019,50
34.500954,0.02,50
34.520954,0.02,50
34.542953,0.022,50
34.560955,0.018,50
34.580956,0.02,50
34.601955,0.021,50
34.620956,0.019,50
34.641956,0.021,50
34.662956,0.021,50
34.683956,0.021,50
34.701958,0.018,50
34.722958,0.021,50
34.74096,0.018,50
34.76296,0.022,50
34.784958,0.022,50
34.80296,0.018,50
34.82296,0.02,50
34.84196,0.019,50
34.86296,0.021,50
34.88196,0.019,50
34.901962,0.02,50
34.922962,0.021,50
34.940964,0.018,50
34.961964,0.021,50
34.982964,0.021,2500
35.001965,0.019,2500
35.027966,0.026,2500
35.052967,0.025,2500
35.076965,0.024,2500
35.101967,0.025,2500
35.128967,0.027,2500
35.15497,0.026,2500
35.18197,0.027,2500
35.20797,0.026,2500
35.23397,0.026,2500
35.26097,0.027,2500
35.286972,0.026,2500
35.313972,0.027,2500
35.338974,0.025,2500
35.364975,0.026,2500
35.392975,0.028,2500
35.419975,0.027,2500
35.445976,0.026,2500
35.472977,0.027,2500
35.499977,0.027,2500
35.526978,0.027,2500
35.553978,0.027,2500
35.581978,0.028,2500
35.60798,0.026,2500
35.63498,0.027,2500
35.66298,0.028,2500
35.69098,0.028,2500
35.71798,0.027,2500
35.74598,0.028,2500
35.77398,0.028,2500
35.79898,0.025,0
35.82498,0.026,0
35.84698,0.022,0
35.86698,0.02,0
35.886982,0.02,0
35.906982,0.02,0
35.926983,0.02,0
35.948982,0.022,0
35.967983,0.019,50
35.986984,0.019,50
36.006985,0.02,50
36.027985,0.021,50
36.046986,0.019,50
36.065987,0.019,50
36.087986,0.022,50
36.106987,0.019,50
36.126987,0.02,50
36.146988,0.02,50
36.16699,0.02,50
36.18799,0.021,50
36.20699,0.019,50
36.22799,0.021,50
36.24899,0.021,50
36.26699,0.018,50
36.28899,0.022,50
36.30899,0.02,50
36.32899,0.02,50
36.34999,0.021,50
36.36899,0.019,50
36.386993,0.018,50
36.409992,0.023,50
36.428993,0.019,50
36.449993,0.021,50
36.465992,0.016,50
36.48999,0.024,50
36.50899,0.019,50
36.527992,0.019,50
36.547993,0.02,50
36.569992,0.022,50
36.588993,0.019,50
36.606995,0.018,50
36.630993,0.024,50
36.64799,0.017,50
36.666992,0.019,50
36.687992,0.021,50
36.708992,0.021,50
36.727993,0.019,50
36.748993,0.021,50
36.769993,0.021,50
36.788994,0.019,2500
36.806995,0.018,2500
36.831997,0.025,2500
36.857998,0.026,2500
36.883,0.025,2500
36.908,0.025,2500
36.933002,0.025,2500
36.962,0.029,2500
36.992,0.03,2500
37.017002,0.025,2500
37.049004,0.032,2500
37.074005,0.025,2500
37.099007,0.025,2500
37.12401,0.025,2500
37.148006,0.024,2500
37.173008,0.025,2500
37.19801,0.025,2500
37.22301,0.025,2500
37.25001,0.027,2500
37.27401,0.024,2500
37.30001,0.026,2500
37.32601,0.026,2500
37.352013,0.026,2500
37.379013,0.027,2500
37.405014,0.026,2500
37.432014,0.027,2500
37.458015,0.026,2500
37.484016,0.026,2500
37.510017,0.026,2500
37.53602,0.026,2500
37.56302,0.027,2500
37.58902,0.026,0
37.61402,0.025,0
37.63702,0.023,0
37.65602,0.019,0
37.674023,0.018,0
37.69702,0.023,0
37.717022,0.02,0
37.736023,0.019,0
37.755024,0.019,0
37.776024,0.021,0
37.795025,0.019,0
37.817024,0.022,0
37.835026,0.018,0
37.857025,0.022,0
37.875027,0.018,0
37.896027,0.021,0
37.915028,0.019,0
37.93403,0.019,0
37.956028,0.022,0
37.97503,0.019,0
37.99403,0.019,0
38.01503,0.021,0
38.03703,0.022,0
38.05503,0.018,0
38.07703,0.022,0
38.09403,0.017,0
38.11503,0.021,0
38.13503,0.02,0
38.15503,0.02,0
38.17503,0.02,0
38.19503,0.02,0
38.21403,0.019,0
38.23603,0.022,0
38.25703,0.021,0
38.27603,0.019,0
38.294033,0.018,0
38.316032,0.022,0
38.33903,0.023,0
38.35503,0.016,0
38.37503,0.02,0
38.39803,0.023,0
38.415028,0.017,0
38.435028,0.02,50
38.458027,0.023,50
38.474026,0.016,50
38.495026,0.021,50
38.515026,0.02,50
38.536026,0.021,50
38.557026,0.021,50
38.574024,0.017,50
38.594025,0.02,50
38.618023,0.024,50
38.63502,0.017,50
38.65602,0.021,50
38.67702,0.021,50
38.69702,0.02,50
38.715023,0.018,50
38.737022,0.022,50
38.75402,0.017,50
38.77402,0.02,50
38.79602,0.022,50
38.81602,0.02,50
38.83802,0.022,50
38.85602,0.018,50
38.875023,0.019,50
38.895023,0.02,50
38.915024,0.02,50
38.935024,0.02,50
38.957024,0.022,50
38.974022,0.017,50
38.99502,0.021,50
39.015022,0.02,50
39.035023,0.02,50
39.055023,0.02,50
39.074024,0.019,50
39.094025,0.02,50
39.115025,0.021,50
39.136024,0.021,50
39.156025,0.02,50
39.177025,0.021,50
39.196026,0.019,50
39.215027,0.019,50
39.236027,0.021,50
39.255028,0.019,2500
39.27503,0.02,2500
39.298027,0.023,2500
39.319027,0.021,2500
39.340027,0.021,2500
39.362026,0.022,2500
39.384026,0.022,2500
39.406025,0.022,2500
39.428024,0.022,2500
39.450024,0.022,2500
39.472023,0.022,2500
39.493023,0.021,2500
39.51602,0.023,2500
39.53702,0.021,2550
39.56002,0.023,2550
39.58302,0.023,2550
39.60502,0.022,2550
39.628017,0.023,2550
39.651016,0.023,2550
39.674015,0.023,2550
39.696014,0.022,2550
39.719013,0.023,2550
39.741013,0.022,2550
39.763012,0.022,2550
39.78401,0.021,2550
39.80501,0.021,2550
39.82701,0.022,2550
39.84801,0.021,2550
39.86901,0.021,2550
39.89201,0.023,2550
39.91301,0.021,2550
39.93501,0.022,50
39.95501,0.02,50
39.97801,0.023,50
39.99601,0.018,50
40.01901,0.023,50
40.03901,0.02,50
40.05701,0.018,50
40.08601,0.029,50
40.09701,0.011,50
40.11801,0.021,50
40.137012,0.019,50
40.16001,0.023,50
40.17601,0.016,50
40.19701,0.021,50
40.21701,0.02,50
40.23801,0.021,50
40.25701,0.019,50
40.276012,0.019,50
40.29901,0.023,50
40.31601,0.017,50
40.340008,0.024,50
40.357006,0.017,50
40.377007,0.02,50
40.398006,0.021,2500
40.419006,0.021,2500
40.446007,0.027,2500
40.470005,0.024,2500
40.496006,0.026,2500
40.521008,0.025,2500
40.54701,0.026,2500
40.57301,0.026,2500
40.59901,0.026,2500
40.62501,0.026,2500
40.650013,0.025,2500
40.676014,0.026,2500
40.703014,0.027,2500
40.730015,0.027,2500
40.757015,0.027,2500
40.782017,0.025,2500
40.809017,0.027,2500
40.83502,0.026,2500
40.86102,0.026,2500
40.88702,0.026,2500
40.91302,0.026,2500
40.939022,0.026,2500
40.966022,0.027,2500
40.992023,0.026,2500
41.019024,0.027,2500
41.045025,0.026,2500
41.071026,0.026,2500
41.107025,0.036,2500
41.134026,0.027,2550
41.168026,0.034,2550
41.195026,0.027,2550
41.220028,0.025,50
41.24603,0.026,50
41.26703,0.021,50
41.28903,0.022,50
41.30703,0.018,50
41.33003,0.023,50
41.34803,0.018,50
41.36803,0.02,50
41.38903,0.021,50
41.40803,0.019,50
41.428032,0.02,50
41.448032,0.02,50
41.468033,0.02,50
41.488033,0.02,50
41.508034,0.02,50
41.526035,0.018,50
41.547035,0.021,50
41.568035,0.021,50
41.587036,0.019,50
41.607037,0.02,50
41.630035,0.023,50
41.648037,0.018,50
41.667038,0.019,50
41.688038,0.021,50
41.70704,0.019,50
41.72604,0.019,50
41.74704,0.021,50
41.76704,0.02,50
41.78704,0.02,50
41.80904,0.022,50
41.82904,0.02,50
41.847042,0.018,50
41.867043,0.02,50
41.887043,0.02,50
41.909042,0.022,50
41.928043,0.019,50
41.947044,0.019,50
41.966045,0.019,50
41.989044,0.023,2500
42.008045,0.019,2500
42.036045,0.028,2500
42.061047,0.025,2500
42.087048,0.026,2500
42.11305,0.026,2500
42.14705,0.034,2500
42.17405,0.027,2500
42.19905,0.025,2500
42.22605,0.027,2500
42.252052,0.026,2500
42.278053,0.026,2500
42.303055,0.025,2500
42.329056,0.026,2500
42.355057,0.026,2500
42.381058,0.026,2500
42.40806,0.027,2500
42.43406,0.026,2500
42.46106,0.027,2500
42.48906,0.028,2500
42.51606,0.027,2500
42.54406,0.028,2500
42.57106,0.027,2501
42.59706,0.026,2501
42.62406,0.027,2501
42.651062,0.027,2501
42.678062,0.027,2501
42.704063,0.026,2501
42.731064,0.027,2501
42.757065,0.026,2501
42.784065,0.027,2501
42.809067,0.025,1
42.835068,0.026,1
42.858067,0.023,1
42.877068,0.019,1
42.89607,0.019,1
42.918068,0.022,1
42.940067,0.022,1
42.957066,0.017,1
42.979065,0.022,1
42.998066,0.019,1
43.018066,0.02,1
43.037067,0.019,1
43.057068,0.02,1
43.079067,0.022,1
43.09807,0.019,1
43.11707,0.019,1
43.140068,0.023,1
43.157066,0.017,1
43.176067,0.019,1
43.198067,0.022,1
43.217068,0.019,1
43.245068,0.028,1
43.25707,0.012,1
43.279068,0.022,1
43.29707,0.018,1
43.31707,0.02,1
43.33807,0.021,1
43.35707,0.019,1
43.37707,0.02,1
43.39907,0.022,1
43.41807,0.019,1
43.438072,0.02,1
43.457073,0.019,50
43.477074,0.02,50
43.497074,0.02,50
43.519073,0.022,50
43.538074,0.019,50
43.557076,0.019,50
43.576077,0.019,50
43.598076,0.022,50
43.618076,0.02,50
43.637077,0.019,50
43.657078,0.02,50
43.67708,0.02,50
43.69808,0.021,50
43.71708,0.019,50
43.73708,0.02,50
43.75808,0.021,50
43.77708,0.019,50
43.79808,0.021,50
43.81708,0.019,50
43.837082,0.02,50
43.857082,0.02,50
43.877083,0.02,50
43.897083,0.02,50
43.920082,0.023,50
43.939083,0.019,50
43.957085,0.018,50
43.979084,0.022,50
43.997086,0.018,50
44.019085,0.022,50
44.038086,0.019,50
44.058086,0.02,50
44.077087,0.019,0
44.100086,0.023,0
44.118088,0.018,0
44.139088,0.021,0
44.156086,0.017,0
44.179085,0.023,0
44.197086,0.018,0
44.216087,0.019,0
44.236088,0.02,0
44.259087,0.023,0
44.278088,0.019,1
44.29709,0.019,1
44.319088,0.022,1
44.33909,0.02,1
44.35809,0.019,1
44.37809,0.02,1
44.39909,0.021,1
44.41809,0.019,1
44.436092,0.018,1
44.457092,0.021,1
44.478092,0.021,1
44.498093,0.02,1
44.520092,0.022,1
44.538094,0.018,1
44.557095,0.019,1
44.578094,0.021,1
44.597095,0.019,1
44.616096,0.019,1
44.637096,0.021,1
44.657097,0.02,1
44.677097,0.02,1
44.697098,0.02,1
44.718098,0.021,1
44.7381,0.02,1
44.7571,0.019,1
44.7771,0.02,1
44.7971,0.02,1
44.8191,0.022,1
44.8371,0.018,1
44.8581,0.021,1
44.8771,0.019,1
44.8991,0.022,1
44.9201,0.021,1
44.9411,0.021,1
44.959103,0.018,1
44.9761,0.017,1
44.9981,0.022,1
45.0161,0.018,1
45.0371,0.021,1
45.056103,0.019,1
45.0791,0.023,1
45.099102,0.02,50
45.117104,0.018,50
45.137104,0.02,50
45.157104,0.02,50
45.179104,0.022,50
45.197105,0.018,50
45.217106,0.02,50
45.237106,0.02,50
45.257107,0.02,50
45.278107,0.021,50
45.299107,0.021,50
45.320107,0.021,50
45.338108,0.018,50
45.35711,0.019,50
45.37711,0.02,50
45.39811,0.021,50
45.41911,0.021,50
45.43811,0.019,50
45.45811,0.02,50
45.48111,0.023,50
45.49711,0.016,50
45.519108,0.022,50
45.53711,0.018,50
45.55911,0.022,50
45.57711,0.018,50
45.59711,0.02,50
45.61911,0.022,50
45.63711,0.018,50
45.66011,0.023,50
45.67711,0.017,50
45.69711,0.02,50
45.71811,0.021,0
45.73911,0.021,1
45.75711,0.018,1
45.77811,0.021,1
45.796112,0.018,1
45.81911,0.023,1
45.837112,0.018,1
45.857113,0.02,1
45.878113,0.021,1
45.898113,0.02,1
45.917114,0.019,1
45.940113,0.023,1
45.958115,0.018,1
45.978115,0.02,1
45.997116,0.019,1
46.017117,0.02,1
46.037117,0.02,1
46.058117,0.021,1
46.078117,0.02,1
46.09712,0.019,1
46.119118,0.022,1
46.13712,0.018,1
46.15712,0.02,1
46.17812,0.021,1
46.19812,0.02,1
46.21812,0.02,1
46.23712,0.019,1
46.25812,0.021,1
46.277122,0.019,1
46.29912,0.022,1
46.317123,0.018,1
46.339123,0.022,1
46.358124,0.019,1
46.378124,0.02,1
46.399124,0.021,1
46.419125,0.02,1
46.439125,0.02,1
46.458126,0.019,1
46.479126,0.021,1
46.498127,0.019,1
46.518127,0.02,1
46.53713,0.019,1
46.55713,0.02,50
46.57713,0.02,50
46.59913,0.022,50
46.61813,0.019,50
46.63913,0.021,50
46.66013,0.021,50
46.677128,0.017,50
46.699127,0.022,50
46.71813,0.019,50
46.73913,0.021,50
46.75713,0.018,50
46.77813,0.021,50
46.79813,0.02,50
46.81913,0.021,50
46.84013,0.021,50
46.85913,0.019,50
46.87613,0.017,50
46.89813,0.022,50
46.91813,0.02,50
46.93613,0.018,50
46.95713,0.021,50
46.97613,0.019,50
46.99813,0.022,50
47.01813,0.02,50
47.037132,0.019,50
47.058132,0.021,50
47.078133,0.02,50
47.096134,0.018,50
47.119133,0.023,50
47.139133,0.02,50
47.158134,0.019,50
47.179134,0.021,0
47.198135,0.019,0
47.218136,0.02,0
47.239136,0.021,0
47.258137,0.019,0
47.279137,0.021,0
47.298138,0.019,0
47.31714,0.019,0
47.33714,0.02,0
47.35714,0.02,0
47.37814,0.021,0
47.39614,0.018,0
47.41814,0.022,0
47.43714,0.019,0
47.45814,0.021,0
47.477142,0.019,0
47.498142,0.021,0
47.516144,0.018,0
47.537144,0.021,0
47.557144,0.02,0
47.577145,0.02,0
47.597145,0.02,0
47.617146,0.02,0
47.637146,0.02,0
47.657146,0.02,0
47.678146,0.021,0
47.697147,0.019,0
47.720146,0.023,0
47.737144,0.017,0
47.759144,0.022,0
47.777145,0.018,0
47.799145,0.022,0
47.817146,0.018,0
47.837147,0.02,0
47.859146,0.022,0
47.876144,0.017,0
47.897144,0.021,0
47.919144,0.022,0
47.939144,0.02,1
47.957146,0.018,1
47.979145,0.022,1
47.997147,0.018,1
48.019146,0.022,1
48.037148,0.018,1
48.05615,0.019,1
48.078148,0.022,1
48.099148,0.021,1
48.11915,0.02,1
48.13815,0.019,1
48.15815,0.02,1
48.18015,0.022,1
48.197147,0.017,1
48.217148,0.02,1
48.238148,0.021,1
48.260147,0.022,1
48.276146,0.016,1
48.297146,0.021,1
48.317146,0.02,1
48.339146,0.022,1
48.357147,0.018,1
48.377148,0.02,1
48.39715,0.02,1
48.418148,0.021,1
48.43715,0.019,1
48.45715,0.02,1
48.47915,0.022,1
48.49815,0.019,1
48.51815,0.02,1
48.53715,0.019,1
48.55815,0.021,1
48.577152,0.019,1
48.597153,0.02,1
48.618153,0.021,1
48.637154,0.019,1
48.658154,0.021,1
48.677155,0.019,1
48.697155,0.02,1
48.718155,0.021,1
48.740154,0.022,1
48.758156,0.018,50
48.776157,0.018,50
48.797157,0.021,50
48.819157,0.022,50
48.839157,0.02,50
48.85816,0.019,50
48.87816,0.02,50
48.89716,0.019,50
48.91816,0.021,50
48.93716,0.019,50
48.95916,0.022,50
48.97816,0.019,50
48.996162,0.018,50
49.016163,0.02,50
49.037163,0.021,50
49.056164,0.019,50
49.078163,0.022,50
49.097164,0.019,50
49.118164,0.021,50
49.137165,0.019,50
49.159164,0.022,50
49.179165,0.02,50
49.200165,0.021,50
49.219166,0.019,50
49.239166,0.02,50
49.259167,0.02,50
49.276165,0.017,50
49.297165,0.021,50
49.317165,0.02,50
49.340164,0.023,50
49.357162,0.017,50
49.37916,0.022,0
49.398163,0.019,0
49.418163,0.02,0
49.438164,0.02,0
49.458164,0.02,0
49.477165,0.019,0
49.497166,0.02,0
49.519165,0.022,0
49.537167,0.018,0
49.558167,0.021,0
49.578167,0.02,0
49.597168,0.019,0
49.618168,0.021,0
49.639168,0.021,0
49.65817,0.019,0
49.67617,0.018,0
49.69917,0.023,0
49.71917,0.02,0
49.73717,0.018,0
49.75817,0.021,0
49.77817,0.02,0
49.79917,0.021,0
49.818172,0.019,0
49.837173,0.019,0
49.856174,0.019,0
49.879173,0.023,0
49.898174,0.019,0
49.918175,0.02,0
49.939175,0.021,0
49.958176,0.019,0
49.978176,0.02,0
49.997177,0.019,0
50.018177,0.021,0
50.037178,0.019,0
50.05718,0.02,0
50.07818,0.021,0
50.09818,0.02,0
50.121178,0.023,0
50.137177,0.016,0
50.157177,0.02,0
50.180176,0.023,0
50.200176,0.02,0
50.219177,0.019,0
50.23718,0.018,0
50.25718,0.02,0
50.27718,0.02,0
50.29918,0.022,0
50.31818,0.019,0
50.33818,0.02,0
50.35718,0.019,0
50.377182,0.02,0
50.397182,0.02,0
50.41918,0.022,0
50.438183,0.019,0
50.458183,0.02,0
50.479183,0.021,0
50.497185,0.018,0
50.517185,0.02,0
50.537186,0.02,0
50.559185,0.022,0
50.576183,0.017,0
50.597183,0.021,0
50.617184,0.02,0
50.637184,0.02,0
50.658184,0.021,1
50.677185,0.019,1
50.698185,0.021,1
50.719185,0.021,1
50.738186,0.019,1
50.759186,0.021,1
50.778187,0.019,1
50.797188,0.019,1
50.81719,0.02,1
50.83719,0.02,1
50.85819,0.021,1
50.87919,0.021,1
50.89819,0.019,1
50.91919,0.021,1
50.93719,0.018,1
50.95819,0.021,1
50.977192,0.019,1
50.99919,0.022,1
51.018192,0.019,1
51.038193,0.02,1
51.057194,0.019,1
51.077194,0.02,1
51.099194,0.022,1
51.117195,0.018,1
51.140194,0.023,1
51.157192,0.017,1
51.177193,0.02,1
51.197193,0.02,1
51.218193,0.021,1
51.237194,0.019,1
51.257195,0.02,1
51.277195,0.02,1
51.298195,0.021,1
51.319195,0.021,1
51.337196,0.018,1
51.358196,0.021,1
51.377197,0.019,1
51.397198,0.02,1
51.418198,0.021,1
51.4372,0.019,1
51.4582,0.021,1
51.4772,0.019,50
51.5002,0.023,100
51.5202,0.02,100
51.5382,0.018,100
51.5602,0.022,100
51.5792,0.019,100
51.597202,0.018,100
51.618202,0.021,100
51.639202,0.021,100
