tiempo,paso,framerate,n_part,tiemposindraw,tiempocondraw
0.02,0.05,50.0,5
0.100999996,0.05,12.345679,5
0.111999996,0.05,90.90909,5
0.121999994,0.05,100.0,5
0.131,0.05,111.111115,5
0.13599999,0.05,200.0,5
0.14099999,0.05,200.0,5
0.14599998,0.05,200.0,5
0.14999998,0.05,249.99998,5
0.15499997,0.05,200.0,5
0.15999997,0.05,200.0,5
0.16399996,0.05,249.99998,5
0.16799995,0.05,249.99998,5
0.17399995,0.05,166.66667,5
0.17899995,0.05,200.0,5
0.18399994,0.05,200.0,5
0.18699995,0.05,333.33334,5
0.19299994,0.05,166.66667,5
0.19699994,0.05,249.99998,5
0.20099993,0.05,249.99998,5
0.20599993,0.05,200.0,5
0.20999992,0.05,249.99998,5
0.21499991,0.05,200.0,5
0.21799992,0.05,333.33334,5
0.22299992,0.05,200.0,5
0.22799991,0.05,200.0,5
0.2319999,0.05,249.99998,5
0.23499991,0.05,333.33334,5
0.2399999,0.05,200.0,5
0.2459999,0.05,166.66667,5
0.2499999,0.05,249.99998,5
0.2529999,0.05,333.33334,5
0.2579999,0.05,200.0,5
0.2629999,0.05,200.0,5
0.2679999,0.05,200.0,5
0.27299988,0.05,200.0,5
0.27799988,0.05,200.0,5
0.2819999,0.05,249.99998,5
0.28499988,0.05,333.33334,5
0.28799987,0.05,333.33334,5
0.29199988,0.05,249.99998,5
0.29499987,0.05,333.33334,5
0.29899988,0.05,249.99998,5
0.30199987,0.05,333.33334,5
0.30599988,0.05,249.99998,5
0.30999988,0.05,249.99998,5
0.31299987,0.05,333.33334,5
0.31599987,0.05,333.33334,5
0.31899986,0.05,333.33334,5
0.32299986,0.05,249.99998,5
0.32799986,0.05,200.0,5
0.33099985,0.05,333.33334,5
0.33399984,0.05,333.33334,5
0.33799985,0.05,249.99998,5
0.34299985,0.05,200.0,5
0.34699985,0.05,249.99998,5
0.34999985,0.05,333.33334,5
0.35499984,0.05,200.0,5
0.35899985,0.05,249.99998,5
0.36199984,0.05,333.33334,5
0.36599985,0.05,249.99998,5
0.36799985,0.05,499.99997,5
0.37099984,0.05,333.33334,5
0.37499985,0.05,249.99998,5
0.37899986,0.05,249.99998,5
0.38199985,0.05,333.33334,5
0.38399985,0.05,499.99997,5
0.38699985,0.05,333.33334,5
0.38999984,0.05,333.33334,5
