tiempo,paso,framerate,n_part,tiemposindraw,tiempocondraw
0.019,0.05,52.63158,5
0.123,0.05,9.615384,5
0.14,0.05,58.823524,5
0.15799999,0.05,55.555557,5
0.174,0.05,62.499996,5
0.19399999,0.05,50.0,5
0.20899999,0.05,66.66667,5
0.226,0.05,58.823524,5
0.241,0.05,66.66667,5
0.257,0.05,62.499996,5
0.275,0.05,55.555557,5
0.303,0.05,35.714283,5
0.308,0.05,200.0,5
0.326,0.05,55.555557,5
0.35,0.05,41.666668,5
0.35999998,0.05,100.0,5
0.378,0.05,55.555557,5
0.392,0.05,71.428566,5
0.41099998,0.05,52.63158,5
0.427,0.05,62.499996,5
0.44199997,0.05,66.66667,5
0.45899996,0.05,58.823524,5
0.47599995,0.05,58.823524,5
0.49299994,0.05,58.823524,5
0.50899994,0.05,62.499996,5
0.52699995,0.05,55.555557,5
0.55599993,0.05,34.48276,5
0.55899996,0.05,333.33334,5
0.57799995,0.05,52.63158,5
0.5939999,0.05,62.499996,5
0.6129999,0.05,52.63158,5
0.6329999,0.05,50.0,5
0.6449999,0.05,83.333336,5
0.66199994,0.05,58.823524,5
0.6769999,0.05,66.66667,5
0.69499993,0.05,55.555557,5
0.7099999,0.05,66.66667,5
0.7279999,0.05,55.555557,5
0.74499995,0.05,58.823524,5
0.7609999,0.05,62.499996,5
0.7769999,0.05,62.499996,5
0.7939999,0.05,58.823524,5
0.8119999,0.05,55.555557,5
0.82899994,0.05,58.823524,5
0.84599996,0.05,58.823524,5
0.86899996,0.05,43.47826,5
0.87999994,0.05,90.90909,5
0.8999999,0.05,50.0,5
0.9109999,0.05,90.90909,5
0.92699987,0.05,62.499996,5
0.9449999,0.05,55.555557,5
0.9619999,0.05,58.823524,5
0.97799987,0.05,62.499996,5
0.9949999,0.05,58.823524,5
1.0109999,0.05,62.499996,5
1.0279999,0.05,58.823524,5
1.0439999,0.05,62.499996,5
1.06,0.05,62.499996,5
1.078,0.05,55.555557,5
1.0929999,0.05,66.66667,5
1.112,0.05,52.63158,5
1.129,0.05,58.823524,5
1.145,0.05,62.499996,5
1.163,0.05,55.555557,5
1.186,0.05,43.47826,5
1.1949999,0.05,111.111115,5
1.2129999,0.05,55.555557,5
1.234,0.05,47.61905,5
1.245,0.05,90.90909,5
1.263,0.05,55.555557,5
1.28,0.05,58.823524,5
1.296,0.05,62.499996,5
1.3100001,0.05,71.428566,5
1.3260001,0.05,62.499996,5
1.3440001,0.05,55.555557,5
1.3600001,0.05,62.499996,5
1.3790002,0.05,52.63158,5
1.4060001,0.05,37.037037,5
1.4090002,0.05,333.33334,5
1.4280002,0.05,52.63158,5
1.4440002,0.05,62.499996,5
1.4620003,0.05,55.555557,5
1.4790002,0.05,58.823524,5
1.4950002,0.05,62.499996,5
1.5110003,0.05,62.499996,5
1.5300003,0.05,52.63158,5
1.5470003,0.05,58.823524,5
1.5630003,0.05,62.499996,5
1.5800003,0.05,58.823524,5
1.5950003,0.05,66.66667,5
1.6110003,0.05,62.499996,5
1.6270003,0.05,62.499996,5
1.6440003,0.05,58.823524,5
1.6610003,0.05,58.823524,5
1.6790003,0.05,55.555557,5
1.6940002,0.05,66.66667,5
1.7110002,0.05,58.823524,5
1.7290002,0.05,55.555557,5
1.7430003,0.05,71.428566,5
1.7640003,0.05,47.61905,5
1.7820003,0.05,55.555557,5
1.7940003,0.05,83.333336,5
1.8120003,0.05,55.555557,5
1.8300003,0.05,55.555557,5
1.8450003,0.05,66.66667,5
1.8640003,0.05,52.63158,5
1.8920003,0.05,35.714283,5
