tiempo,paso,framerate,n_part,tiemposindraw,tiempocondraw
0.4,0.05,2.5,400,20.0,101.0
0.691,0.05,3.436426,400,9.0,49.0
0.755,0.05,15.624999,400,1.0,41.0
0.806,0.05,19.607843,400,1.0,45.0
0.861,0.05,18.181818,400,1.0,202.0
1.074,0.05,4.6948357,400,1.0,95.0
1.177,0.05,9.708738,400,1.0,12.0
1.197,0.05,50.0,400,1.0,12.0
1.218,0.05,47.61905,400,1.0,14.0
1.24,0.05,45.454544,400,1.0,15.0
1.265,0.05,40.0,400,1.0,11.0
1.285,0.05,50.0,400,1.0,20.0
1.3149999,0.05,33.333336,400,1.0,17.0
1.3419999,0.05,37.037037,400,1.0,21.0
1.3729999,0.05,32.258064,400,1.0,16.0
1.4009999,0.05,35.714283,400,1.0,15.0
1.4229999,0.05,45.454544,400,1.0,11.0
1.4429998,0.05,50.0,400,1.0,13.0
1.4639999,0.05,47.61905,400,1.0,15.0
1.4869999,0.05,43.47826,400,1.0,10.0
1.5039998,0.05,58.823524,400,1.0,12.0
1.5259998,0.05,45.454544,400,1.0,11.0
1.5459998,0.05,50.0,400,1.0,11.0
1.5629997,0.05,58.823524,400,2.0,11.0
1.5809997,0.05,55.555557,400,1.0,13.0
1.5999998,0.05,52.63158,400,2.0,15.0
1.6229998,0.05,43.47826,400,1.0,13.0
1.6429998,0.05,50.0,400,1.0,10.0
1.6599997,0.05,58.823524,400,1.0,16.0
1.6859998,0.05,38.461536,400,1.0,10.0
1.7029997,0.05,58.823524,420,3.0,13.0
1.7229997,0.05,50.0,440,16.0,27.0
1.7559997,0.05,30.30303,460,15.0,32.0
1.7959996,0.05,25.0,480,2.0,19.0
1.8239996,0.05,35.714283,500,2.0,19.0
1.8519996,0.05,35.714283,520,2.0,17.0
1.8769996,0.05,40.0,540,2.0,17.0
1.8999996,0.05,43.47826,560,3.0,21.0
1.9269996,0.05,37.037037,580,2.0,12.0
1.9469995,0.05,50.0,600,2.0,12.0
1.9649996,0.05,55.555557,620,3.0,13.0
1.9839996,0.05,52.63158,640,2.0,29.0
2.0209997,0.05,27.027027,660,3.0,50.0
2.0769997,0.05,17.857141,680,3.0,20.0
2.1029997,0.05,38.461536,700,3.0,14.0
2.1239996,0.05,47.61905,720,2.0,13.0
2.1449995,0.05,47.61905,740,4.0,16.0
2.1669996,0.05,45.454544,760,3.0,14.0
2.1899996,0.05,43.47826,780,3.0,15.0
2.2109995,0.05,47.61905,800,4.0,17.0
2.2339995,0.05,43.47826,820,4.0,18.0
2.2579994,0.05,41.666668,840,4.0,17.0
2.2819993,0.05,41.666668,860,4.0,18.0
2.3049994,0.05,43.47826,880,5.0,18.0
2.3289993,0.05,41.666668,900,6.0,21.0
2.3579993,0.05,34.48276,920,4.0,24.0
2.3899994,0.05,31.249998,940,8.0,26.0
2.4219995,0.05,31.249998,960,7.0,30.0
2.4589994,0.05,27.027027,980,6.0,20.0
2.4869995,0.05,35.714283,1000,9.0,33.0
2.5259995,0.05,25.641026,1020,7.0,20.0
2.5539997,0.05,35.714283,1040,7.0,20.0
2.5809996,0.05,37.037037,1060,6.0,19.0
2.6069996,0.05,38.461536,1080,8.0,26.0
2.6399996,0.05,30.30303,1100,7.0,26.0
2.6749997,0.05,28.571428,1120,10.0,32.0
2.7139997,0.05,25.641026,1140,8.0,22.0
2.7409997,0.05,37.037037,1160,7.0,22.0
2.7689998,0.05,35.714283,1180,10.0,32.0
2.8079998,0.05,25.641026,1200,12.0,27.0
2.8409998,0.05,30.30303,1220,9.0,24.0
2.8709998,0.05,33.333336,1240,8.0,26.0
2.9049997,0.05,29.411762,1260,8.0,31.0
2.9429998,0.05,26.31579,1280,16.0,35.0
2.9829998,0.05,25.0,1300,9.0,25.0
3.0139997,0.05,32.258064,1320,9.0,24.0
3.0459998,0.05,31.249998,1340,10.0,35.0
3.0869997,0.05,24.390244,1360,9.0,24.0
3.1179996,0.05,32.258064,1380,15.0,31.0
3.1579995,0.05,25.0,1400,11.0,35.0
3.2009995,0.05,23.255814,1420,11.0,27.0
3.2359996,0.05,28.571428,1440,14.0,32.0
3.2769995,0.05,24.390244,1460,16.0,46.0
3.3299994,0.05,18.867926,1480,13.0,32.0
3.3679996,0.05,26.31579,1500,11.0,27.0
3.3999996,0.05,31.249998,1520,12.0,29.0
3.4339995,0.05,29.411762,1540,13.0,30.0
3.4699996,0.05,27.777779,1560,13.0,30.0
3.5059996,0.05,27.777779,1580,13.0,31.0
3.5429995,0.05,27.027027,1600,15.0,34.0
3.5819995,0.05,25.641026,1620,14.0,32.0
3.6199996,0.05,26.31579,1640,15.0,32.0
3.6589997,0.05,25.641026,1660,15.0,31.0
3.6959996,0.05,27.027027,1680,21.0,39.0
3.7399995,0.05,22.727272,1700,25.0,43.0
3.7889996,0.05,20.408163,1720,16.0,33.0
3.8269997,0.05,26.31579,1740,25.0,56.0
3.8899996,0.05,15.873015,1760,25.0,43.0
3.9379997,0.05,20.833334,1780,19.0,49.0
3.9929998,0.05,18.181818,1800,19.0,37.0
4.036,0.05,23.255814,1820,18.0,37.0
4.081,0.05,22.222221,1840,31.0,59.0
4.146,0.05,15.384616,1860,22.0,52.0
4.204,0.05,17.24138,1880,22.0,41.0
4.25,0.05,21.73913,1900,21.0,41.0
4.296,0.05,21.73913,1920,20.0,39.0
4.34,0.05,22.727272,1940,27.0,62.0
4.4110003,0.05,14.084507,1960,25.0,43.0
4.46,0.05,20.408163,1980,24.0,45.0
4.51,0.05,20.0,2000,24.0,56.0
4.5740004,0.05,15.624999,2020,30.0,60.0
4.6400003,0.05,15.151515,2040,35.0,58.0
4.7040005,0.05,15.624999,2060,32.0,54.0
4.7630005,0.05,16.949152,2080,24.0,40.0
4.8080006,0.05,22.222221,2100,23.0,47.0
4.8610005,0.05,18.867926,2120,26.0,43.0
4.9080005,0.05,21.276596,2140,24.0,39.0
4.9520006,0.05,22.727272,2160,23.0,43.0
5.0000005,0.05,20.833334,2180,28.0,44.0
5.0480003,0.05,20.833334,2200,33.0,60.0
5.1130004,0.05,15.384616,2220,32.0,59.0
5.1770005,0.05,15.624999,2240,25.0,46.0
5.2280006,0.05,19.607843,2260,25.0,49.0
5.2830005,0.05,18.181818,2280,33.0,47.0
5.3380003,0.05,18.181818,2300,27.0,42.0
5.386,0.05,20.833334,2320,25.0,40.0
5.433,0.05,21.276596,2340,28.0,43.0
5.481,0.05,20.833334,2360,27.0,43.0
5.528,0.05,21.276596,2380,35.0,52.0
5.584,0.05,17.857141,2400,31.0,48.0
5.636,0.05,19.230768,2420,29.0,46.0
5.6860003,0.05,20.0,2440,29.0,45.0
5.7360005,0.05,20.0,2460,34.0,59.0
5.7990007,0.05,15.873015,2480,32.0,49.0
5.8520007,0.05,18.867926,2500,33.0,50.0
5.9070005,0.05,18.181818,2520,30.0,46.0
5.9570007,0.05,20.0,2540,41.0,57.0
6.0180006,0.05,16.393442,2560,31.0,48.0
6.0710006,0.05,18.867926,2580,33.0,51.0
6.1290007,0.05,17.24138,2600,47.0,67.0
6.200001,0.05,14.084507,2620,35.0,65.0
6.270001,0.05,14.285714,2640,38.0,63.0
6.338001,0.05,14.705881,2660,36.0,54.0
6.396001,0.05,17.24138,2680,51.0,69.0
6.4700007,0.05,13.513514,2700,51.0,79.0
6.555001,0.05,11.764706,2720,51.0,81.0
6.6410007,0.05,11.627907,2740,49.0,79.0
6.724001,0.05,12.048193,2760,43.0,70.0
6.798001,0.05,13.513514,2780,53.0,73.0
6.875001,0.05,12.987013,2800,42.0,59.0
6.938001,0.05,15.873015,2820,40.0,64.0
7.006001,0.05,14.705881,2840,42.0,70.0
7.082001,0.05,13.157895,2860,59.0,86.0
7.1730013,0.05,10.989011,2880,61.0,90.0
7.2700014,0.05,10.3092785,2900,47.0,71.0
7.3460016,0.05,13.157895,2920,42.0,60.0
7.4110017,0.05,15.384616,2940,44.0,62.0
7.4780016,0.05,14.925373,2960,46.0,65.0
7.548002,0.05,14.285714,2980,62.0,81.0
7.633002,0.05,11.764706,3000,45.0,70.0
7.7070017,0.05,13.513514,3020,47.0,70.0
7.7820015,0.05,13.333333,3040,45.0,63.0
7.8490014,0.05,14.925373,3060,59.0,82.0
7.9360013,0.05,11.494253,3080,65.0,96.0
8.037002,0.05,9.90099,3100,52.0,71.0
8.112001,0.05,13.333333,3120,51.0,70.0
8.186002,0.05,13.513514,3140,51.0,71.0
8.262002,0.05,13.157895,3160,64.0,96.0
8.363002,0.05,9.90099,3180,55.0,80.0
8.448002,0.05,11.764706,3200,52.0,71.0
8.524002,0.05,13.157895,3220,57.0,80.0
8.609002,0.05,11.764706,3240,65.0,91.0
8.705002,0.05,10.416667,3260,68.0,97.0
8.807002,0.05,9.803922,3280,64.0,92.0
8.904002,0.05,10.3092785,3300,68.0,96.0
9.008002,0.05,9.615384,3320,73.0,106.0
9.118002,0.05,9.090909,3340,63.0,82.0
9.204002,0.05,11.627907,3360,81.0,110.0
9.318003,0.05,8.77193,3380,61.0,82.0
9.404003,0.05,11.627907,3400,70.0,99.0
9.509003,0.05,9.523809,3420,75.0,109.0
9.622003,0.05,8.849558,3440,79.0,99.0
9.726003,0.05,9.615384,3460,73.0,105.0
9.839003,0.05,8.849558,3480,75.0,98.0
9.942002,0.05,9.708738,3500,69.0,93.0
10.040002,0.05,10.204082,3520,65.0,96.0
10.142002,0.05,9.803922,3540,78.0,111.0
10.258002,0.05,8.62069,3560,87.0,121.0
10.385002,0.05,7.8740153,3580,86.0,108.0
10.498002,0.05,8.849558,3600,87.0,115.0
10.618002,0.05,8.333334,3620,75.0,101.0
10.724002,0.05,9.433963,3640,69.0,92.0
10.820002,0.05,10.416667,3660,77.0,110.0
10.934002,0.05,8.77193,3680,75.0,100.0
11.040002,0.05,9.433963,3700,83.0,117.0
11.163002,0.05,8.130081,3720,91.0,123.0
11.290002,0.05,7.8740153,3740,79.0,109.0
11.404002,0.05,8.77193,3760,90.0,121.0
11.531002,0.05,7.8740153,3780,96.0,129.0
11.667002,0.05,7.3529406,3800,91.0,128.0
11.801002,0.05,7.4626865,3820,104.0,131.0
11.936002,0.05,7.4074073,3840,91.0,117.0
12.060001,0.05,8.064516,3860,91.0,126.0
12.191001,0.05,7.633588,3880,96.0,124.0
12.321001,0.05,7.692308,3900,108.0,138.0
12.464001,0.05,6.9930067,3920,92.0,121.0
12.591001,0.05,7.8740153,3940,96.0,131.0
12.727,0.05,7.3529406,3960,108.0,143.0
12.875,0.05,6.756757,3980,97.0,132.0
13.013,0.05,7.246377,4000,102.0,138.0
13.158,0.05,6.896552,4020,112.0,146.0
13.309,0.05,6.6225166,4040,107.0,145.0
13.46,0.05,6.6225166,4060,125.0,158.0
13.624,0.05,6.097561,4080,105.0,143.0
13.771999,0.05,6.756757,4100,106.0,134.0
13.912,0.05,7.142857,4120,99.0,122.0
14.038,0.05,7.9365077,4140,92.0,117.0
14.159,0.05,8.264462,4140,93.0,132.0
14.298,0.05,7.194245,4140,89.0,113.0
14.416,0.05,8.474576,4140,106.0,128.0
14.548,0.05,7.5757575,4140,106.0,133.0
14.686,0.05,7.246377,4140,104.0,129.0
14.82,0.05,7.4626865,4140,100.0,123.0
14.947,0.05,7.8740153,4140,5.0,42.0
14.997999,0.05,19.607843,4140,108.0,131.0
15.132999,0.05,7.4074073,4140,11.0,34.0
15.171,0.05,26.31579,4140,12.0,37.0
15.212,0.05,24.390244,4140,14.0,47.0
15.265,0.05,18.867926,4140,12.0,50.0
15.321,0.05,17.857141,4140,27.0,49.0
15.374001,0.05,18.867926,4140,12.0,34.0
15.412001,0.05,26.31579,4140,11.0,34.0
15.450001,0.05,26.31579,4140,12.0,42.0
15.497001,0.05,21.276596,4140,16.0,57.0
